category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity,source_file,race_no_num,race_id
Ｓ級初日特選,F1,,13.0,3,6.0,差し,河野　通孝,茨　城,2.0,逃げ,吉田　有希,茨　城,4.0,,佐々木　龍,神奈川,6-2,530円,(1),20240202,12R,いわき平,6-2-4,"3,240円",(5),keirin_results_20240101_20240222.csv,12,13_20240202_12
Ａ級一般,F1,,13.0,3,2.0,差し,鈴木　伸之,愛　知,3.0,逃げ,櫻井　利之,神奈川,6.0,,篠原　英雄,高　知,2-3,"2,060円",(6),20240203,1R,いわき平,2-3-6,"30,500円",(63),keirin_results_20240101_20240222.csv,1,13_20240203_01
Ａ級一般,F1,,13.0,3,7.0,差し,高橋　隆太,静　岡,1.0,差し,林　洋二,岐　阜,3.0,,大畑　裕貴,埼　玉,7-1,"5,380円",(15),20240203,2R,いわき平,7-1-3,"29,600円",(70),keirin_results_20240101_20240222.csv,2,13_20240203_02
Ａ級準決勝,F1,,13.0,3,1.0,差し,佐々木省司,青　森,2.0,差し,吉本　哲郎,広　島,7.0,,大矢　将大,埼　玉,1-2,"1,000円",(4),20240203,3R,いわき平,1-2-7,"2,740円",(6),keirin_results_20240101_20240222.csv,3,13_20240203_03
Ａ級準決勝,F1,,13.0,3,3.0,差し,高橋　大輝,秋　田,5.0,捲り,堀　僚介,大　阪,7.0,,廣川　泰昭,愛　媛,3-5,"7,680円",(21),20240203,4R,いわき平,3-5-7,"35,110円",(83),keirin_results_20240101_20240222.csv,4,13_20240203_04
Ａ級準決勝,F1,,13.0,3,1.0,差し,城　幸弘,山　梨,5.0,捲り,野中　祐志,埼　玉,7.0,,土岐　幹多,岐　阜,1-5,310円,(1),20240203,5R,いわき平,1-5-7,730円,(1),keirin_results_20240101_20240222.csv,5,13_20240203_05
Ｓ級一般,F1,,13.0,3,7.0,捲り,津村洸次郎,福　岡,4.0,捲り,伊原　克彦,福　井,1.0,,西田　雅志,広　島,7-4,"2,100円",(7),20240203,6R,いわき平,7-4-1,"5,240円",(15),keirin_results_20240101_20240222.csv,6,13_20240203_06
Ｓ級一般,F1,,13.0,3,7.0,差し,溪　飛雄馬,愛　媛,2.0,捲り,吉田　智哉,愛　媛,4.0,,伊藤　大彦,徳　島,7-2,"1,390円",(6),20240203,7R,いわき平,7-2-4,"1,860円",(2),keirin_results_20240101_20240222.csv,7,13_20240203_07
Ｓ級選抜,F1,,13.0,3,5.0,差し,大野　悟郎,大　分,7.0,差し,志村　太賀,山　梨,1.0,,牧　剛央,大　分,5-7,"2,190円",(6),20240203,8R,いわき平,5-7-1,"7,380円",(22),keirin_results_20240101_20240222.csv,8,13_20240203_08
Ｓ級選抜,F1,,13.0,3,7.0,差し,田中　勇二,岡　山,5.0,差し,泉　慶輔,宮　城,3.0,,飯田　辰哉,千　葉,7-5,"1,410円",(6),20240203,9R,いわき平,7-5-3,"7,820円",(32),keirin_results_20240101_20240222.csv,9,13_20240203_09
Ｓ級準決勝,F1,,13.0,3,3.0,差し,松坂　洋平,神奈川,2.0,捲り,渡邉　一成,福　島,7.0,,鈴木　裕,千　葉,3-2,"7,220円",(23),20240203,10R,いわき平,3-2-7,"13,360円",(30),keirin_results_20240101_20240222.csv,10,13_20240203_10
Ｓ級準決勝,F1,,13.0,3,7.0,差し,金子　幸央,栃　木,5.0,マーク,河野　通孝,茨　城,3.0,,橋本　優己,岐　阜,7-5,350円,(1),20240203,11R,いわき平,7-5-3,"1,660円",(3),keirin_results_20240101_20240222.csv,11,13_20240203_11
Ｓ級準決勝,F1,,13.0,3,4.0,差し,鈴木　竜士,東　京,5.0,差し,島田　竜二,熊　本,2.0,,岩谷　拓磨,福　岡,4-5,"6,570円",(23),20240203,12R,いわき平,4-5-2,"26,770円",(80),keirin_results_20240101_20240222.csv,12,13_20240203_12
Ａ級一般,F1,,13.0,3,5.0,差し,高木　竜司,熊　本,1.0,捲り,竹元　健竜,福　岡,6.0,,篠原　英雄,高　知,5-1,190円,(1),20240204,1R,いわき平,5-1-6,720円,(2),keirin_results_20240101_20240222.csv,1,13_20240204_01
Ａ級一般,F1,,13.0,3,2.0,差し,中石　昌芳,広　島,1.0,捲り,大森　光明,北海道,4.0,,堂村　知哉,福　井,2-1,"2,300円",(8),20240204,2R,いわき平,2-1-4,"8,880円",(29),keirin_results_20240101_20240222.csv,2,13_20240204_02
Ａ級特選,F1,,13.0,3,3.0,差し,土岐　幹多,岐　阜,7.0,捲り,西本　直大,大　阪,4.0,,大矢　将大,埼　玉,3-7,480円,(1),20240204,3R,いわき平,3-7-4,"1,050円",(1),keirin_results_20240101_20240222.csv,3,13_20240204_03
Ａ級特選,F1,,13.0,3,5.0,差し,鈴木　伸之,愛　知,2.0,差し,大高　彰馬,福　島,4.0,,高橋　隆太,静　岡,5-2,"2,980円",(8),20240204,4R,いわき平,5-2-4,"23,340円",(97),keirin_results_20240101_20240222.csv,4,13_20240204_04
Ｓ級一般,F1,,13.0,3,1.0,差し,齋藤登志信,宮　城,7.0,逃げ,後藤　悠,岩　手,4.0,,良永　浩一,福　岡,1-7,390円,(1),20240204,5R,いわき平,1-7-4,"3,870円",(11),keirin_results_20240101_20240222.csv,5,13_20240204_05
Ｓ級一般,F1,,13.0,3,7.0,捲り,張野　幸聖,和歌山,5.0,差し,鹿内　翔,青　森,4.0,,栗本　尚宗,千　葉,7-5,"3,190円",(11),20240204,6R,いわき平,7-5-4,"26,980円",(69),keirin_results_20240101_20240222.csv,6,13_20240204_06
Ｓ級一般,F1,,13.0,3,1.0,差し,吉田　勇人,埼　玉,7.0,差し,飯田　辰哉,千　葉,3.0,,遠藤　勝弥,静　岡,1-7,"2,130円",(8),20240204,7R,いわき平,1-7-3,"9,530円",(30),keirin_results_20240101_20240222.csv,7,13_20240204_07
Ｓ級特選,F1,,13.0,3,7.0,捲り,堀江　省吾,長　野,3.0,マーク,佐々木　龍,神奈川,5.0,,岩谷　拓磨,福　岡,7-3,"2,340円",(10),20240204,8R,いわき平,7-3-5,"12,360円",(49),keirin_results_20240101_20240222.csv,8,13_20240204_08
Ｓ級特選,F1,,13.0,3,7.0,逃げ,晝田宗一郎,岡　山,1.0,マーク,田中　勇二,岡　山,5.0,,大森　慶一,北海道,7-1,580円,(1),20240204,9R,いわき平,7-1-5,"1,520円",(1),keirin_results_20240101_20240222.csv,9,13_20240204_09
Ｓ級特選,F1,,13.0,3,1.0,差し,恩田　淳平,群　馬,4.0,逃げ,吉田　有希,茨　城,7.0,,兼本　将太,熊　本,1-4,240円,(1),20240204,10R,いわき平,1-4-7,"2,320円",(7),keirin_results_20240101_20240222.csv,10,13_20240204_10
Ａ級決勝,F1,,13.0,3,4.0,捲り,堀　僚介,大　阪,2.0,差し,野中　祐志,埼　玉,5.0,,城　幸弘,山　梨,4-2,"2,180円",(10),20240204,11R,いわき平,4-2-5,"4,660円",(8),keirin_results_20240101_20240222.csv,11,13_20240204_11
Ｓ級決勝,F1,,13.0,3,4.0,差し,鈴木　裕,千　葉,1.0,逃げ,渡邉　一成,福　島,7.0,,松坂　洋平,神奈川,4-1,"1,280円",(5),20240204,12R,いわき平,4-1-7,"2,190円",(3),keirin_results_20240101_20240222.csv,12,13_20240204_12
Ａ級チャレンジ予選,F2,,13.0,3,5.0,差し,岡崎　徹,神奈川,3.0,捲り,渡辺　馨,神奈川,4.0,,藤本　龍也,長　野,5-3,"7,010円",(22),20240217,1R,いわき平,5-3-4,"44,030円",(106),keirin_results_20240101_20240222.csv,1,13_20240217_01
Ａ級チャレンジ予選,F2,,13.0,3,5.0,差し,千澤　大輔,青　森,1.0,マーク,廣瀬　裕道,茨　城,2.0,,島田　茂希,北海道,5-1,740円,(3),20240217,2R,いわき平,5-1-2,"1,750円",(3),keirin_results_20240101_20240222.csv,2,13_20240217_02
Ａ級チャレンジ予選,F2,,13.0,3,4.0,差し,村本　慎吾,静　岡,1.0,差し,長岡　豪,群　馬,7.0,,阿部　博之,東　京,4-1,"3,310円",(8),20240217,3R,いわき平,4-1-7,"13,650円",(32),keirin_results_20240101_20240222.csv,3,13_20240217_03
Ａ級チャレンジ予選,F2,,13.0,3,5.0,差し,本間　慎吾,新　潟,2.0,捲り,三浦平志郎,秋　田,1.0,,吉澤　賢,千　葉,5-2,"5,320円",(14),20240217,4R,いわき平,5-2-1,"56,470円",(93),keirin_results_20240101_20240222.csv,4,13_20240217_04
Ａ級チャレンジ予選,F2,,13.0,3,1.0,逃げ,立花　昌也,青　森,4.0,マーク,三澤　勝成,宮　城,7.0,,塚本　諭,福　島,1-4,130円,(1),20240217,5R,いわき平,1-4-7,170円,(1),keirin_results_20240101_20240222.csv,5,13_20240217_05
Ｌ級ガールズ予選（第１走）,F2,,13.0,3,7.0,差し,太田　瑛美,三　重,2.0,マーク,荒牧　聖未,栃　木,5.0,,奥井　迪,東　京,7-2,"1,200円",(4),20240217,6R,いわき平,7-2-5,"2,060円",(7),keirin_results_20240101_20240222.csv,6,13_20240217_06
Ｌ級ガールズ予選（第１走）,F2,,13.0,3,1.0,捲り,久米　詩,静　岡,3.0,捲り,高橋　梨香,埼　玉,4.0,,山口　優依,愛　知,1-3,370円,(2),20240217,7R,いわき平,1-3-4,"3,290円",(11),keirin_results_20240101_20240222.csv,7,13_20240217_07
Ａ級特予選,F2,,13.0,3,2.0,逃げ,比佐　宝太,福　島,4.0,マーク,近藤　寛央,東　京,7.0,,齋藤　宗徳,千　葉,2-4,"1,220円",(5),20240217,8R,いわき平,2-4-7,"5,240円",(14),keirin_results_20240101_20240222.csv,8,13_20240217_08
Ａ級特予選,F2,,13.0,3,2.0,差し,飯尾　主税,静　岡,7.0,差し,山崎　司,福　島,4.0,,山口　慎吾,北海道,2-7,"2,970円",(10),20240217,9R,いわき平,2-7-4,"29,570円",(56),keirin_results_20240101_20240222.csv,9,13_20240217_09
Ａ級特予選,F2,,13.0,3,2.0,捲り,赤塚　悠人,山　形,7.0,差し,佐藤　清之,千　葉,4.0,,栗田　万生,千　葉,2-7,940円,(3),20240217,10R,いわき平,2-7-4,"2,280円",(6),keirin_results_20240101_20240222.csv,10,13_20240217_10
Ａ級特予選,F2,,13.0,3,1.0,差し,宗景　祐樹,栃　木,7.0,マーク,須賀　和彦,茨　城,4.0,,宮下　一歩,長　野,1-7,940円,(3),20240217,11R,いわき平,1-7-4,"1,270円",(4),keirin_results_20240101_20240222.csv,11,13_20240217_11
Ａ級初日特選,F2,,13.0,3,5.0,捲り,猪狩　祐樹,福　島,3.0,差し,副島　和人,神奈川,4.0,,女屋　文伸,埼　玉,5-3,"4,360円",(15),20240217,12R,いわき平,5-3-4,"42,160円",(131),keirin_results_20240101_20240222.csv,12,13_20240217_12
Ａ級チャレンジ一般,F2,,13.0,3,7.0,差し,市川　博章,静　岡,1.0,逃げ,渡辺福太郎,神奈川,5.0,,田中　智也,静　岡,7-1,250円,(1),20240218,1R,いわき平,7-1-5,370円,(1),keirin_results_20240101_20240222.csv,1,13_20240218_01
Ａ級チャレンジ一般,F2,,13.0,3,7.0,差し,武藤　貴志,千　葉,2.0,逃げ,山口　直樹,神奈川,1.0,,長田　彰人,宮　城,7-2,600円,(2),20240218,2R,いわき平,7-2-1,"1,710円",(3),keirin_results_20240101_20240222.csv,2,13_20240218_02
Ａ級チャレンジ準決勝,F2,,13.0,3,4.0,逃げ,戸塚　涼介,埼　玉,5.0,差し,村本　慎吾,静　岡,7.0,,高森　圭介,栃　木,4-5,"1,430円",(3),20240218,3R,いわき平,4-5-7,"10,460円",(27),keirin_results_20240101_20240222.csv,3,13_20240218_03
Ａ級チャレンジ準決勝,F2,,13.0,3,6.0,差し,齋藤　和也,福　島,7.0,マーク,廣瀬　裕道,茨　城,3.0,,三浦平志郎,秋　田,6-7,"11,620円",(25),20240218,4R,いわき平,6-7-3,"32,790円",(75),keirin_results_20240101_20240222.csv,4,13_20240218_04
Ａ級チャレンジ準決勝,F2,,13.0,3,4.0,逃げ,立花　昌也,青　森,1.0,マーク,千澤　大輔,青　森,3.0,,本間　慎吾,新　潟,4-1,110円,(1),20240218,5R,いわき平,4-1-3,"1,570円",(4),keirin_results_20240101_20240222.csv,5,13_20240218_05
Ｌ級ガールズ予選（第２走）,F2,,13.0,3,4.0,捲り,太田　瑛美,三　重,5.0,マーク,青木　美保,埼　玉,2.0,,山口　優依,愛　知,4-5,"1,450円",(5),20240218,6R,いわき平,4-5-2,"7,660円",(19),keirin_results_20240101_20240222.csv,6,13_20240218_06
Ｌ級ガールズ予選（第２走）,F2,,13.0,3,4.0,捲り,久米　詩,静　岡,7.0,マーク,高橋　梨香,埼　玉,1.0,,下条　未悠,富　山,4-7,370円,(2),20240218,7R,いわき平,4-7-1,"1,520円",(5),keirin_results_20240101_20240222.csv,7,13_20240218_07
Ａ級特一般,F2,,13.0,3,1.0,逃げ,坪内　恒,千　葉,7.0,マーク,渡辺　聖,神奈川,4.0,,遠澤　健二,神奈川,1-7,470円,(2),20240218,8R,いわき平,1-7-4,"1,380円",(4),keirin_results_20240101_20240222.csv,8,13_20240218_08
Ａ級特一般,F2,,13.0,3,5.0,差し,大崎　智久,青　森,1.0,差し,白石　大輔,福　島,4.0,,斯波　雅貴,静　岡,5-1,"6,520円",(18),20240218,9R,いわき平,5-1-4,"90,490円",(134),keirin_results_20240101_20240222.csv,9,13_20240218_09
Ａ級準決勝,F2,,13.0,3,5.0,差し,佐藤　清之,千　葉,1.0,捲り,小林　則之,静　岡,6.0,,比佐　宝太,福　島,5-1,"2,310円",(7),20240218,10R,いわき平,5-1-6,"27,750円",(87),keirin_results_20240101_20240222.csv,10,13_20240218_10
Ａ級準決勝,F2,,13.0,3,1.0,捲り,猪狩　祐樹,福　島,5.0,マーク,佐藤　雅彦,宮　城,2.0,,近藤　寛央,東　京,1-5,200円,(1),20240218,11R,いわき平,1-5-2,720円,(2),keirin_results_20240101_20240222.csv,11,13_20240218_11
Ａ級準決勝,F2,,13.0,3,7.0,差し,山本　勝利,東　京,2.0,差し,副島　和人,神奈川,1.0,,丸山　直樹,埼　玉,7-2,440円,(1),20240218,12R,いわき平,7-2-1,"2,610円",(6),keirin_results_20240101_20240222.csv,12,13_20240218_12
Ａ級チャレンジ一般,F2,,13.0,3,4.0,差し,長田　彰人,宮　城,3.0,マーク,木村　元信,青　森,1.0,,桜井　大地,静　岡,4-3,"2,870円",(4),20240219,1R,いわき平,4-3-1,"3,040円",(7),keirin_results_20240101_20240222.csv,1,13_20240219_01
Ａ級チャレンジ一般,F2,,13.0,3,2.0,逃げ,渡辺福太郎,神奈川,4.0,差し,清水　一博,岩　手,6.0,,田中　智也,静　岡,2-4,"4,550円",(14),20240219,2R,いわき平,2-4-6,"8,860円",(34),keirin_results_20240101_20240222.csv,2,13_20240219_02
Ａ級チャレンジ選抜,F2,,13.0,3,3.0,差し,市川　博章,静　岡,2.0,差し,阿部　博之,東　京,4.0,,廣川　貞治,東　京,3-2,"13,260円",(31),20240219,3R,いわき平,3-2-4,"62,980円",(139),keirin_results_20240101_20240222.csv,3,13_20240219_03
Ａ級チャレンジ選抜,F2,,13.0,3,7.0,差し,塚本　諭,福　島,5.0,マーク,長岡　豪,群　馬,1.0,,高森　圭介,栃　木,7-5,470円,(2),20240219,4R,いわき平,7-5-1,"2,330円",(5),keirin_results_20240101_20240222.csv,4,13_20240219_04
Ｌ級ガールズ一般,F2,,13.0,3,2.0,逃げ,五味田奈穂,千　葉,5.0,捲り,杉沢毛伊子,静　岡,1.0,,佐藤　友香,青　森,2-5,"1,230円",(7),20240219,5R,いわき平,2-5-1,"2,940円",(12),keirin_results_20240101_20240222.csv,5,13_20240219_05
Ａ級特一般,F2,,13.0,3,1.0,差し,赤塚　悠人,山　形,4.0,逃げ,坂本　拓也,福　島,3.0,,小川　達也,静　岡,1-4,190円,(1),20240219,6R,いわき平,1-4-3,"1,970円",(5),keirin_results_20240101_20240222.csv,6,13_20240219_06
Ａ級特一般,F2,,13.0,3,4.0,差し,小川　辰徳,埼　玉,2.0,逃げ,宮下　一歩,長　野,3.0,,鈴木雄一朗,東　京,4-2,"1,440円",(6),20240219,7R,いわき平,4-2-3,"2,520円",(7),keirin_results_20240101_20240222.csv,7,13_20240219_07
Ａ級特選,F2,,13.0,3,6.0,逃げ,坪内　恒,千　葉,2.0,マーク,齋藤　宗徳,千　葉,1.0,,女屋　文伸,埼　玉,6-2,450円,(2),20240219,8R,いわき平,6-2-1,"1,090円",(2),keirin_results_20240101_20240222.csv,8,13_20240219_08
Ａ級特選,F2,,13.0,3,3.0,捲り,栗田　万生,千　葉,7.0,マーク,飯尾　主税,静　岡,5.0,,近藤　寛央,東　京,3-7,"1,170円",(3),20240219,9R,いわき平,3-7-5,"4,160円",(11),keirin_results_20240101_20240222.csv,9,13_20240219_09
Ａ級チャレンジ決勝,F2,,13.0,3,1.0,逃げ,立花　昌也,青　森,4.0,マーク,千澤　大輔,青　森,6.0,,齋藤　和也,福　島,1-4,140円,(1),20240219,10R,いわき平,1-4-6,320円,(1),keirin_results_20240101_20240222.csv,10,13_20240219_10
Ｌ級ガールズ決勝,F2,,13.0,3,7.0,差し,久米　詩,静　岡,2.0,マーク,高橋　梨香,埼　玉,6.0,,奥井　迪,東　京,7-2,610円,(3),20240219,11R,いわき平,7-2-6,"3,530円",(14),keirin_results_20240101_20240222.csv,11,13_20240219_11
Ａ級決勝,F2,,13.0,3,7.0,差し,猪狩　祐樹,福　島,4.0,差し,丸山　直樹,埼　玉,1.0,,佐藤　雅彦,宮　城,7-4,"1,530円",(6),20240219,12R,いわき平,7-4-1,"3,920円",(10),keirin_results_20240101_20240222.csv,12,13_20240219_12
Ａ級予選,F1,,13.0,3,4.0,差し,山崎　輝夫,埼　玉,7.0,逃げ,齋藤　一茂,群　馬,3.0,,小島　雅章,埼　玉,4-7,290円,(1),20240301,1R,いわき平,4-7-3,400円,(1),keirin_results_20240223_20240331.csv,1,13_20240301_01
Ａ級予選,F1,,13.0,3,4.0,差し,田上　晃也,岡　山,1.0,マーク,郡　英治,広　島,2.0,,樫山　恭柄,福　岡,4-1,"4,730円",(10),20240301,2R,いわき平,4-1-2,"12,310円",(27),keirin_results_20240223_20240331.csv,2,13_20240301_02
Ａ級予選,F1,,13.0,3,4.0,逃げ,田代　匠,福　岡,3.0,マーク,谷口　幸司,高　知,7.0,,大竹　哲也,静　岡,4-3,560円,(2),20240301,3R,いわき平,4-3-7,"3,230円",(9),keirin_results_20240223_20240331.csv,3,13_20240301_03
Ａ級予選,F1,,13.0,3,5.0,差し,岡部　芳幸,福　島,1.0,逃げ,菊池　翔,福　島,6.0,,白川　将太,青　森,5-1,160円,(1),20240301,4R,いわき平,5-1-6,640円,(2),keirin_results_20240223_20240331.csv,4,13_20240301_04
Ａ級初日特選,F1,,13.0,3,5.0,差し,久樹　克門,徳　島,1.0,逃げ,塚本　瑠羽,神奈川,6.0,,堀　政美,茨　城,5-1,"5,030円",(18),20240301,5R,いわき平,5-1-6,"43,910円",(121),keirin_results_20240223_20240331.csv,5,13_20240301_05
Ｓ級予選,F1,,13.0,3,6.0,差し,宮崎　大空,熊　本,3.0,逃げ,鈴木　薫,東　京,4.0,,相川　永伍,埼　玉,6-3,"21,920円",(35),20240301,6R,いわき平,6-3-4,"74,470円",(127),keirin_results_20240223_20240331.csv,6,13_20240301_06
Ｓ級予選,F1,,13.0,3,3.0,差し,三宅　達也,岡　山,7.0,逃げ,吉本　卓仁,福　岡,1.0,,稲吉　悠大,福　岡,3-7,"1,720円",(6),20240301,7R,いわき平,3-7-1,"4,140円",(10),keirin_results_20240223_20240331.csv,7,13_20240301_07
Ｓ級予選,F1,,13.0,3,3.0,逃げ,鈴木　浩太,千　葉,5.0,マーク,中村　浩士,千　葉,2.0,,金子　真也,群　馬,3-5,"1,250円",(5),20240301,8R,いわき平,3-5-2,"18,110円",(49),keirin_results_20240223_20240331.csv,8,13_20240301_08
Ｓ級予選,F1,,13.0,3,1.0,逃げ,長田　龍拳,静　岡,6.0,マーク,勝瀬　卓也,神奈川,5.0,,山岸　佳太,茨　城,1-6,"1,440円",(3),20240301,9R,いわき平,1-6-5,"6,670円",(16),keirin_results_20240223_20240331.csv,9,13_20240301_09
Ｓ級予選,F1,,13.0,3,2.0,差し,永澤　剛,青　森,4.0,差し,鰐淵　圭佑,群　馬,1.0,,山本　修平,東　京,2-4,"4,950円",(9),20240301,10R,いわき平,2-4-1,"37,000円",(50),keirin_results_20240223_20240331.csv,10,13_20240301_10
Ｓ級予選,F1,,13.0,3,2.0,差し,掛水　泰範,高　知,4.0,逃げ,黒沢　征治,埼　玉,1.0,,飯野　祐太,福　島,2-4,"20,010円",(26),20240301,11R,いわき平,2-4-1,"44,440円",(67),keirin_results_20240223_20240331.csv,11,13_20240301_11
Ｓ級初日特選,F1,,13.0,3,7.0,差し,山崎　芳仁,福　島,3.0,差し,小倉　竜二,徳　島,5.0,,伊藤　旭,熊　本,7-3,"2,170円",(7),20240301,12R,いわき平,7-3-5,"9,260円",(28),keirin_results_20240223_20240331.csv,12,13_20240301_12
Ａ級一般,F1,,13.0,3,1.0,差し,岡田　啓渡,愛　媛,7.0,差し,吉田　元輝,茨　城,5.0,,葛西雄太郎,愛　媛,1-7,"1,270円",(6),20240302,1R,いわき平,1-7-5,"3,470円",(9),keirin_results_20240223_20240331.csv,1,13_20240302_01
Ａ級一般,F1,,13.0,3,5.0,差し,宇賀神浩幸,栃　木,7.0,差し,小谷田公則,福　島,2.0,,三浦　大輝,宮　城,5-7,920円,(4),20240302,2R,いわき平,5-7-2,"3,370円",(8),keirin_results_20240223_20240331.csv,2,13_20240302_02
Ａ級準決勝,F1,,13.0,3,3.0,捲り,久樹　克門,徳　島,7.0,差し,高倉　俊宏,福　岡,5.0,,谷口　幸司,高　知,3-7,"4,170円",(15),20240302,3R,いわき平,3-7-5,"14,660円",(39),keirin_results_20240223_20240331.csv,3,13_20240302_03
Ａ級準決勝,F1,,13.0,3,4.0,差し,岡部　芳幸,福　島,3.0,差し,上野　恭哉,福　岡,7.0,,田上　晃也,岡　山,4-3,"2,430円",(9),20240302,4R,いわき平,4-3-7,"25,780円",(60),keirin_results_20240223_20240331.csv,4,13_20240302_04
Ａ級準決勝,F1,,13.0,3,1.0,差し,加賀山　淳,千　葉,4.0,捲り,塚本　瑠羽,神奈川,6.0,,大竹　哲也,静　岡,1-4,200円,(1),20240302,5R,いわき平,1-4-6,600円,(1),keirin_results_20240223_20240331.csv,5,13_20240302_05
Ｓ級一般,F1,,13.0,3,3.0,捲り,近藤　隆司,千　葉,5.0,マーク,武井　大介,千　葉,7.0,,紺野　哲也,宮　城,3-5,260円,(1),20240302,6R,いわき平,3-5-7,790円,(2),keirin_results_20240223_20240331.csv,6,13_20240302_06
Ｓ級一般,F1,,13.0,3,5.0,逃げ,佐々木堅次,福　島,2.0,マーク,仁藤　秀,静　岡,,,,,5-2,810円,(7),20240302,7R,いわき平,5-2-7,"2,370円",(17),keirin_results_20240223_20240331.csv,7,13_20240302_07
Ｓ級選抜,F1,,13.0,3,5.0,差し,大屋　健司,広　島,1.0,捲り,奥村　諭志,岡　山,2.0,,中川　貴徳,栃　木,5-1,"1,240円",(4),20240302,8R,いわき平,5-1-2,"3,470円",(7),keirin_results_20240223_20240331.csv,8,13_20240302_08
Ｓ級選抜,F1,,13.0,3,5.0,差し,海老根恵太,千　葉,7.0,差し,小橋　秀幸,青　森,6.0,,櫻井　学,群　馬,5-7,"2,620円",(10),20240302,9R,いわき平,5-7-6,"26,410円",(78),keirin_results_20240223_20240331.csv,9,13_20240302_09
Ｓ級準決勝,F1,,13.0,3,1.0,捲り,伊藤　旭,熊　本,5.0,マーク,小倉　竜二,徳　島,4.0,,山岸　佳太,茨　城,1-5,360円,(1),20240302,10R,いわき平,1-5-4,830円,(1),keirin_results_20240223_20240331.csv,10,13_20240302_10
Ｓ級準決勝,F1,,13.0,3,7.0,捲り,鈴木　浩太,千　葉,2.0,差し,三宅　達也,岡　山,4.0,,飯野　祐太,福　島,7-2,"29,990円",(31),20240302,11R,いわき平,7-2-4,"199,140円",(159),keirin_results_20240223_20240331.csv,11,13_20240302_11
